pt,model_run,fcst_time,fcst_dt,sfc_air_temperature,sfc_dewpoint,v_wind_10m,u_wind_10m,sfc_pressure,sea_level_pressure,cloud_cover
KBOS,2021-06-27 00:00:00 UTC,2021-07-12 12:00:00 UTC,372.0,18.450000762939453,16.159999847412106,-1.1399999856948853,-1.0599999427795408,1019.8499755859376,921.4299926757811,100.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-06 12:00:00 UTC,228.0,25.3799991607666,6.5,2.650000095367432,0.019999999552965164,1016.8900146484376,919.97998046875,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-01 14:00:00 UTC,110.0,24.6200008392334,11.149999618530273,2.470000028610229,0.8799999952316285,1014.5700073242188,917.7100219726561,98.0999984741211
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 16:00:00 UTC,16.0,24.479999542236328,9.65999984741211,3.0699999332427974,-1.1299999952316284,1009.72998046875,913.030029296875,52.5
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 02:00:00 UTC,26.0,16.420000076293945,11.590000152587892,-1.2100000381469729,0.3400000035762787,1013.52001953125,914.8599853515624,78.30000305175781
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 06:00:00 UTC,30.0,15.3100004196167,11.75,-0.1899999976158142,0.05000000074505806,1014.0499877929688,915.3599853515624,62.29999923706055
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 08:00:00 UTC,32.0,16.579999923706055,11.800000190734865,1.2799999713897705,0.25,1014.7100219726562,916.22998046875,100.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 16:00:00 UTC,40.0,22.229999542236328,1.950000047683716,2.3399999141693115,3.400000095367432,1012.7899780273438,915.4600219726561,1.7000000476837158
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 20:00:00 UTC,44.0,19.600000381469727,4.650000095367432,-0.9800000190734864,1.3700000047683716,1014.9099731445312,916.5599975585936,3.299999952316284
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 21:00:00 UTC,45.0,18.90999984741211,5.050000190734863,-1.6100000143051147,1.1299999952316284,1015.7899780273438,917.1699829101561,4.099999904632568
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 22:00:00 UTC,46.0,18.059999465942386,5.349999904632568,-1.7799999713897705,0.959999978542328,1016.030029296875,917.219970703125,5.099999904632568
KBOS,2021-06-27 00:00:00 UTC,2021-07-10 03:00:00 UTC,315.0,20.420000076293945,13.159999847412108,-2.4600000381469727,-0.31000000238418574,1017.5599975585938,919.2000122070312,4.099999904632568
KBOS,2021-06-27 00:00:00 UTC,2021-07-06 21:00:00 UTC,237.0,22.01000022888184,10.579999923706056,-2.799999952316284,-1.4199999570846558,1018.8200073242188,920.7000122070312,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-07 09:00:00 UTC,249.0,21.82999992370605,10.699999809265137,0.9800000190734864,-1.190000057220459,1018.7000122070312,921.010009765625,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-01 08:00:00 UTC,104.0,18.729999542236328,12.550000190734865,1.1599999666213987,-0.5099999904632568,1017.8200073242188,919.5499877929688,56.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-02 03:00:00 UTC,123.0,19.71999931335449,10.149999618530273,-0.7599999904632568,0.4699999988079071,1014.7899780273438,916.6300048828124,100.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-29 13:00:00 UTC,61.0,21.96999931335449,3.200000047683716,2.240000009536743,3.650000095367432,1014.7899780273438,917.3300170898434,11.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-10 21:00:00 UTC,333.0,24.459999084472656,10.520000457763672,0.10999999940395357,0.4000000059604645,1016.5700073242188,919.260009765625,35.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-30 08:00:00 UTC,80.0,16.489999771118164,7.449999809265136,0.6800000071525574,-0.6800000071525574,1017.75,918.9600219726561,9.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 19:00:00 UTC,19.0,20.450000762939453,13.090000152587892,4.179999828338623,-0.8399999737739563,1011.2100219726562,913.7100219726561,75.5
KBOS,2021-06-27 00:00:00 UTC,2021-06-28 23:00:00 UTC,47.0,17.200000762939453,5.670000076293944,-1.8200000524520876,0.8999999761581422,1016.5,917.510009765625,4.099999904632568
KBOS,2021-06-27 00:00:00 UTC,2021-07-12 18:00:00 UTC,378.0,23.63999938964844,13.850000381469727,0.4300000071525574,0.09000000357627869,1016.5900268554688,919.3699951171876,56.099998474121094
KBOS,2021-06-27 00:00:00 UTC,2021-07-04 18:00:00 UTC,186.0,25.95000076293945,4.949999809265137,-1.4099999666213987,4.110000133514404,1012.8300170898438,916.1599731445312,24.10000038146973
KBOS,2021-06-27 00:00:00 UTC,2021-07-02 09:00:00 UTC,129.0,22.479999542236328,13.25,2.009999990463257,0.5699999928474426,1013.260009765625,916.1099853515624,13.600000381469727
KBOS,2021-06-27 00:00:00 UTC,2021-07-03 09:00:00 UTC,153.0,20.959999084472656,14.050000190734865,1.7899999618530271,1.1299999952316284,1013.1099853515624,915.6599731445312,57.5
KBOS,2021-06-27 00:00:00 UTC,2021-07-04 00:00:00 UTC,168.0,17.350000381469727,10.149999618530273,-3.220000028610229,-0.12999999523162842,1015.1599731445312,916.4299926757811,83.0
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 15:00:00 UTC,15.0,24.270000457763672,8.550000190734863,3.2799999713897705,-0.8299999833106994,1010.1799926757812,913.4099731445312,36.70000076293945
KBOS,2021-06-27 00:00:00 UTC,2021-06-29 08:00:00 UTC,56.0,17.829999923706055,6.849999904632568,0.3499999940395355,1.0299999713897705,1016.4500122070312,918.010009765625,2.900000095367432
KBOS,2021-06-27 00:00:00 UTC,2021-07-10 12:00:00 UTC,324.0,28.54999923706055,10.649999618530273,2.1600000858306885,-0.3199999928474426,1014.9199829101562,918.72998046875,3.400000095367432
KBOS,2021-06-27 00:00:00 UTC,2021-07-05 03:00:00 UTC,195.0,18.020000457763672,6.050000190734863,-1.2300000190734863,0.36000001430511475,1017.9299926757812,919.0700073242189,62.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-01 10:00:00 UTC,106.0,20.790000915527344,12.149999618530273,2.3499999046325684,-0.33000001311302185,1016.8400268554688,919.0999755859376,78.0999984741211
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 17:00:00 UTC,17.0,24.520000457763672,11.449999809265135,5.360000133514404,-0.75,1009.4600219726562,912.75,60.099998474121094
KBOS,2021-06-27 00:00:00 UTC,2021-07-08 15:00:00 UTC,279.0,29.84000015258789,9.850000381469727,4.610000133514404,0.5099999904632568,1011.780029296875,915.989990234375,0.30000001192092896
KBOS,2021-06-27 00:00:00 UTC,2021-06-30 20:00:00 UTC,92.0,22.649999618530273,5.840000152587891,0.33000001311302185,1.309999942779541,1015.7899780273438,917.97998046875,0.0
KBOS,2021-06-27 00:00:00 UTC,2021-07-01 15:00:00 UTC,111.0,25.0,10.649999618530273,1.940000057220459,1.2999999523162842,1014.0900268554688,917.280029296875,98.69999694824219
KBOS,2021-06-27 00:00:00 UTC,2021-07-01 21:00:00 UTC,117.0,20.950000762939453,14.050000190734865,0.699999988079071,0.9300000071525572,1015.77001953125,917.8599853515624,31.5
KBOS,2021-06-27 00:00:00 UTC,2021-07-03 18:00:00 UTC,162.0,25.04999923706055,7.650000095367431,-2.7699999809265137,3.6800000667572017,1010.6799926757812,913.97998046875,83.30000305175781
KBOS,2021-06-27 00:00:00 UTC,2021-06-27 20:00:00 UTC,20.0,18.549999237060547,13.130000114440918,2.4100000858306885,0.0,1012.4199829101562,914.3599853515624,86.19999694824219
KBOS,2021-06-27 00:00:00 UTC,2021-07-11 00:00:00 UTC,336.0,23.15999984741211,12.029999732971193,-2.180000066757202,-0.059999998658895486,1017.0999755859376,919.4400024414062,66.0
